NAICS_TITLE,OCC_TITLE,TOT_EMP,A_MEAN,year
General Medical and Surgical Hospitals,Secretaries and Administrative Assistants,186970,38220,2016-05-01
General Medical and Surgical Hospitals,Executive Secretaries and Executive Administrative Assistants,18600,53720,2016-05-01
General Medical and Surgical Hospitals,Legal Secretaries,170,47320,2016-05-01
General Medical and Surgical Hospitals,Medical Secretaries,115030,35450,2016-05-01
General Medical and Surgical Hospitals,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",53180,38760,2016-05-01
General Medical and Surgical Hospitals,Other Office and Administrative Support Workers,72190,36000,2016-05-01
General Medical and Surgical Hospitals,Computer Operators,1070,42630,2016-05-01
General Medical and Surgical Hospitals,Data Entry and Information Processing Workers,3500,34960,2016-05-01
General Medical and Surgical Hospitals,Data Entry Keyers,2820,33860,2016-05-01
General Medical and Surgical Hospitals,Word Processors and Typists,680,39570,2016-05-01
General Medical and Surgical Hospitals,Desktop Publishers,60,54130,2016-05-01
General Medical and Surgical Hospitals,Insurance Claims and Policy Processing Clerks,1940,39270,2016-05-01
General Medical and Surgical Hospitals,"Mail Clerks and Mail Machine Operators, Except Postal Service",1200,31430,2016-05-01
General Medical and Surgical Hospitals,"Office Clerks, General",55260,35280,2016-05-01
General Medical and Surgical Hospitals,"Office Machine Operators, Except Computer",1230,33260,2016-05-01
General Medical and Surgical Hospitals,Proofreaders and Copy Markers,40,42910,2016-05-01
General Medical and Surgical Hospitals,Statistical Assistants,780,43460,2016-05-01
General Medical and Surgical Hospitals,Miscellaneous Office and Administrative Support Workers,7100,40530,2016-05-01
General Medical and Surgical Hospitals,"Office and Administrative Support Workers, All Other",7100,40530,2016-05-01
General Medical and Surgical Hospitals,"Farming, Fishing, and Forestry Occupations",60,25880,2016-05-01
General Medical and Surgical Hospitals,Agricultural Workers,60,25880,2016-05-01
General Medical and Surgical Hospitals,Miscellaneous Agricultural Workers,60,25880,2016-05-01
General Medical and Surgical Hospitals,Construction and Extraction Occupations,9650,56100,2016-05-01
General Medical and Surgical Hospitals,Supervisors of Construction and Extraction Workers,550,75450,2016-05-01
General Medical and Surgical Hospitals,First-Line Supervisors of Construction Trades and Extraction Workers,550,75450,2016-05-01
General Medical and Surgical Hospitals,Construction Trades Workers,8780,55510,2016-05-01
General Medical and Surgical Hospitals,Boilermakers,100,59200,2016-05-01
General Medical and Surgical Hospitals,Carpenters,2000,54230,2016-05-01
General Medical and Surgical Hospitals,Construction Laborers,170,50730,2016-05-01
General Medical and Surgical Hospitals,Construction Equipment Operators,70,62390,2016-05-01
General Medical and Surgical Hospitals,Operating Engineers and Other Construction Equipment Operators,70,62390,2016-05-01
General Medical and Surgical Hospitals,Electricians,2860,59530,2016-05-01
General Medical and Surgical Hospitals,Painters and Paperhangers,1900,48210,2016-05-01
General Medical and Surgical Hospitals,"Painters, Construction and Maintenance",1890,48200,2016-05-01
General Medical and Surgical Hospitals,"Pipelayers, Plumbers, Pipefitters, and Steamfitters",1570,58370,2016-05-01
General Medical and Surgical Hospitals,"Plumbers, Pipefitters, and Steamfitters",1570,58370,2016-05-01
General Medical and Surgical Hospitals,Plasterers and Stucco Masons,30,66280,2016-05-01
General Medical and Surgical Hospitals,"Helpers, Construction Trades",60,40970,2016-05-01
General Medical and Surgical Hospitals,Helpers--Electricians,30,45400,2016-05-01
General Medical and Surgical Hospitals,Other Construction and Related Workers,260,38510,2016-05-01
General Medical and Surgical Hospitals,Hazardous Materials Removal Workers,230,36750,2016-05-01
General Medical and Surgical Hospitals,"Installation, Maintenance, and Repair Occupations",40940,49070,2016-05-01
General Medical and Surgical Hospitals,"Supervisors of Installation, Maintenance, and Repair Workers",3680,68490,2016-05-01
General Medical and Surgical Hospitals,"First-Line Supervisors of Mechanics, Installers, and Repairers",3680,68490,2016-05-01
General Medical and Surgical Hospitals,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",630,51990,2016-05-01
General Medical and Surgical Hospitals,"Computer, Automated Teller, and Office Machine Repairers",120,43000,2016-05-01
General Medical and Surgical Hospitals,Radio and Telecommunications Equipment Installers and Repairers,330,54910,2016-05-01
General Medical and Surgical Hospitals,"Telecommunications Equipment Installers and Repairers, Except Line Installers",310,54750,2016-05-01
General Medical and Surgical Hospitals,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",180,52620,2016-05-01
General Medical and Surgical Hospitals,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",90,51570,2016-05-01
General Medical and Surgical Hospitals,Security and Fire Alarm Systems Installers,70,54510,2016-05-01
General Medical and Surgical Hospitals,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",360,48290,2016-05-01
General Medical and Surgical Hospitals,Aircraft Mechanics and Service Technicians,50,69180,2016-05-01
General Medical and Surgical Hospitals,Automotive Technicians and Repairers,230,46280,2016-05-01
General Medical and Surgical Hospitals,Automotive Service Technicians and Mechanics,230,46280,2016-05-01
General Medical and Surgical Hospitals,Bus and Truck Mechanics and Diesel Engine Specialists,80,42280,2016-05-01
General Medical and Surgical Hospitals,"Other Installation, Maintenance, and Repair Occupations",36280,47050,2016-05-01
General Medical and Surgical Hospitals,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",2920,55410,2016-05-01
General Medical and Surgical Hospitals,Home Appliance Repairers,70,34150,2016-05-01
General Medical and Surgical Hospitals,"Industrial Machinery Installation, Repair, and Maintenance Workers",400,49840,2016-05-01
General Medical and Surgical Hospitals,Industrial Machinery Mechanics,220,48690,2016-05-01
General Medical and Surgical Hospitals,"Maintenance Workers, Machinery",180,50800,2016-05-01
General Medical and Surgical Hospitals,Line Installers and Repairers,40,53450,2016-05-01
General Medical and Surgical Hospitals,Telecommunications Line Installers and Repairers,40,53450,2016-05-01
General Medical and Surgical Hospitals,Precision Instrument and Equipment Repairers,5730,54470,2016-05-01
General Medical and Surgical Hospitals,Camera and Photographic Equipment Repairers,70,49160,2016-05-01
General Medical and Surgical Hospitals,Medical Equipment Repairers,5650,54540,2016-05-01
General Medical and Surgical Hospitals,"Maintenance and Repair Workers, General",26480,44620,2016-05-01
General Medical and Surgical Hospitals,"Miscellaneous Installation, Maintenance, and Repair Workers",640,42670,2016-05-01
General Medical and Surgical Hospitals,Locksmiths and Safe Repairers,270,52200,2016-05-01
General Medical and Surgical Hospitals,"Helpers--Installation, Maintenance, and Repair Workers",250,31700,2016-05-01
General Medical and Surgical Hospitals,"Installation, Maintenance, and Repair Workers, All Other",90,46190,2016-05-01
General Medical and Surgical Hospitals,Production Occupations,13270,42120,2016-05-01
General Medical and Surgical Hospitals,Supervisors of Production Workers,650,63560,2016-05-01
General Medical and Surgical Hospitals,First-Line Supervisors of Production and Operating Workers,650,63560,2016-05-01
General Medical and Surgical Hospitals,Food Processing Workers,230,30850,2016-05-01
General Medical and Surgical Hospitals,Bakers,220,31200,2016-05-01
General Medical and Surgical Hospitals,Metal Workers and Plastic Workers,50,50390,2016-05-01
General Medical and Surgical Hospitals,Printing Workers,330,39810,2016-05-01
General Medical and Surgical Hospitals,Prepress Technicians and Workers,70,39310,2016-05-01
General Medical and Surgical Hospitals,Printing Press Operators,230,40220,2016-05-01
General Medical and Surgical Hospitals,"Textile, Apparel, and Furnishings Workers",6750,27150,2016-05-01
General Medical and Surgical Hospitals,Laundry and Dry-Cleaning Workers,6710,27130,2016-05-01
General Medical and Surgical Hospitals,Woodworkers,60,50220,2016-05-01
General Medical and Surgical Hospitals,Cabinetmakers and Bench Carpenters,60,50310,2016-05-01
General Medical and Surgical Hospitals,Plant and System Operators,4500,61690,2016-05-01
General Medical and Surgical Hospitals,"Power Plant Operators, Distributors, and Dispatchers",370,67700,2016-05-01
General Medical and Surgical Hospitals,Power Plant Operators,370,67730,2016-05-01
General Medical and Surgical Hospitals,Stationary Engineers and Boiler Operators,4040,61310,2016-05-01
General Medical and Surgical Hospitals,Miscellaneous Plant and System Operators,70,55240,2016-05-01
General Medical and Surgical Hospitals,"Plant and System Operators, All Other",70,55240,2016-05-01
General Medical and Surgical Hospitals,Other Production Occupations,680,44270,2016-05-01
General Medical and Surgical Hospitals,"Inspectors, Testers, Sorters, Samplers, and Weighers",40,42170,2016-05-01
General Medical and Surgical Hospitals,"Medical, Dental, and Ophthalmic Laboratory Technicians",510,46110,2016-05-01
General Medical and Surgical Hospitals,Medical Appliance Technicians,430,45940,2016-05-01
General Medical and Surgical Hospitals,Ophthalmic Laboratory Technicians,60,48880,2016-05-01
General Medical and Surgical Hospitals,Miscellaneous Production Workers,70,34300,2016-05-01
General Medical and Surgical Hospitals,"Production Workers, All Other",60,34810,2016-05-01
General Medical and Surgical Hospitals,Transportation and Material Moving Occupations,10850,32630,2016-05-01
General Medical and Surgical Hospitals,Supervisors of Transportation and Material Moving Workers,590,54820,2016-05-01
General Medical and Surgical Hospitals,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",310,53910,2016-05-01
General Medical and Surgical Hospitals,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,270,55850,2016-05-01
General Medical and Surgical Hospitals,Air Transportation Workers,200,79090,2016-05-01
General Medical and Surgical Hospitals,Aircraft Pilots and Flight Engineers,190,81470,2016-05-01
General Medical and Surgical Hospitals,Commercial Pilots,180,81620,2016-05-01
General Medical and Surgical Hospitals,Motor Vehicle Operators,5180,30780,2016-05-01
General Medical and Surgical Hospitals,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",1020,28360,2016-05-01
General Medical and Surgical Hospitals,Bus Drivers,440,32640,2016-05-01
General Medical and Surgical Hospitals,"Bus Drivers, Transit and Intercity",40,37900,2016-05-01
General Medical and Surgical Hospitals,"Bus Drivers, School or Special Client",400,32180,2016-05-01
General Medical and Surgical Hospitals,Driver/Sales Workers and Truck Drivers,1030,33670,2016-05-01
General Medical and Surgical Hospitals,Heavy and Tractor-Trailer Truck Drivers,170,36870,2016-05-01
General Medical and Surgical Hospitals,Light Truck or Delivery Services Drivers,850,33150,2016-05-01
General Medical and Surgical Hospitals,Taxi Drivers and Chauffeurs,2420,29450,2016-05-01
General Medical and Surgical Hospitals,Miscellaneous Motor Vehicle Operators,280,37470,2016-05-01
General Medical and Surgical Hospitals,"Motor Vehicle Operators, All Other",280,37470,2016-05-01
General Medical and Surgical Hospitals,Other Transportation Workers,2000,27180,2016-05-01
General Medical and Surgical Hospitals,Parking Lot Attendants,1910,27200,2016-05-01
General Medical and Surgical Hospitals,Miscellaneous Transportation Workers,50,29060,2016-05-01
General Medical and Surgical Hospitals,"Transportation Workers, All Other",50,29060,2016-05-01
General Medical and Surgical Hospitals,Material Moving Workers,2880,32080,2016-05-01
General Medical and Surgical Hospitals,Industrial Truck and Tractor Operators,50,35830,2016-05-01
General Medical and Surgical Hospitals,"Laborers and Material Movers, Hand",2730,31900,2016-05-01
General Medical and Surgical Hospitals,"Laborers and Freight, Stock, and Material Movers, Hand",2700,31990,2016-05-01
General Medical and Surgical Hospitals,Refuse and Recyclable Material Collectors,70,33320,2016-05-01
General Medical and Surgical Hospitals,Miscellaneous Material Moving Workers,40,37450,2016-05-01
General Medical and Surgical Hospitals,"Material Moving Workers, All Other",40,37450,2016-05-01
General Medical and Surgical Hospitals,Sheet Metal Workers,30,77100,2016-05-01
Specialty (except Psychiatric and Substance Abuse) Hospitals,"Special Education Teachers, Secondary School",80,54720,2016-05-01
Specialty (except Psychiatric and Substance Abuse) Hospitals,"Special Education Teachers, All Other",90,51270,2016-05-01
