NAICS_TITLE,OCC_TITLE,TOT_EMP,A_MEAN,year
General Medical and Surgical Hospitals,Broadcast and Sound Engineering Technicians and Radio Operators,490,42810,2013-05-01
General Medical and Surgical Hospitals,Audio and Video Equipment Technicians,490,42650,2013-05-01
General Medical and Surgical Hospitals,Photographers,150,52320,2013-05-01
General Medical and Surgical Hospitals,"Television, Video, and Motion Picture Camera Operators and Editors",40,51590,2013-05-01
General Medical and Surgical Hospitals,"Camera Operators, Television, Video, and Motion Picture",40,51900,2013-05-01
General Medical and Surgical Hospitals,Miscellaneous Media and Communication Equipment Workers,70,68510,2013-05-01
General Medical and Surgical Hospitals,"Media and Communication Equipment Workers, All Other",70,68510,2013-05-01
General Medical and Surgical Hospitals,Healthcare Practitioners and Technical Occupations,2438930,70430,2013-05-01
General Medical and Surgical Hospitals,Health Diagnosing and Treating Practitioners,1743110,79030,2013-05-01
General Medical and Surgical Hospitals,Chiropractors,290,59340,2013-05-01
General Medical and Surgical Hospitals,Dentists,1220,130820,2013-05-01
General Medical and Surgical Hospitals,"Dentists, General",770,132640,2013-05-01
General Medical and Surgical Hospitals,Oral and Maxillofacial Surgeons,160,114430,2013-05-01
General Medical and Surgical Hospitals,"Dentists, All Other Specialists",270,133720,2013-05-01
General Medical and Surgical Hospitals,Dietitians and Nutritionists,15950,57120,2013-05-01
General Medical and Surgical Hospitals,Optometrists,210,133750,2013-05-01
General Medical and Surgical Hospitals,Pharmacists,53810,115480,2013-05-01
General Medical and Surgical Hospitals,Physicians and Surgeons,NA,156610,2013-05-01
General Medical and Surgical Hospitals,Anesthesiologists,2970,190860,2013-05-01
General Medical and Surgical Hospitals,Family and General Practitioners,17470,166780,2013-05-01
General Medical and Surgical Hospitals,"Internists, General",9130,153150,2013-05-01
General Medical and Surgical Hospitals,Obstetricians and Gynecologists,NA,199700,2013-05-01
General Medical and Surgical Hospitals,"Pediatricians, General",4150,152810,2013-05-01
General Medical and Surgical Hospitals,Psychiatrists,2690,175070,2013-05-01
General Medical and Surgical Hospitals,Surgeons,5900,218790,2013-05-01
General Medical and Surgical Hospitals,"Physicians and Surgeons, All Other",74850,146060,2013-05-01
General Medical and Surgical Hospitals,Physician Assistants,16910,95740,2013-05-01
General Medical and Surgical Hospitals,Podiatrists,290,117580,2013-05-01
General Medical and Surgical Hospitals,Therapists,168790,68470,2013-05-01
General Medical and Surgical Hospitals,Occupational Therapists,21000,76840,2013-05-01
General Medical and Surgical Hospitals,Physical Therapists,42450,81430,2013-05-01
General Medical and Surgical Hospitals,Radiation Therapists,8990,79620,2013-05-01
General Medical and Surgical Hospitals,Recreational Therapists,2800,48910,2013-05-01
General Medical and Surgical Hospitals,Respiratory Therapists,76560,57940,2013-05-01
General Medical and Surgical Hospitals,Speech-Language Pathologists,12060,77130,2013-05-01
General Medical and Surgical Hospitals,Exercise Physiologists,2860,48470,2013-05-01
General Medical and Surgical Hospitals,"Therapists, All Other",2070,62140,2013-05-01
General Medical and Surgical Hospitals,Veterinarians,50,92740,2013-05-01
General Medical and Surgical Hospitals,Registered Nurses,1324670,70930,2013-05-01
General Medical and Surgical Hospitals,Nurse Anesthetists,8120,163830,2013-05-01
General Medical and Surgical Hospitals,Nurse Midwives,1290,96970,2013-05-01
General Medical and Surgical Hospitals,Nurse Practitioners,24890,98850,2013-05-01
General Medical and Surgical Hospitals,Audiologists,1220,76690,2013-05-01
General Medical and Surgical Hospitals,Miscellaneous Health Diagnosing and Treating Practitioners,4940,75650,2013-05-01
General Medical and Surgical Hospitals,"Health Diagnosing and Treating Practitioners, All Other",4940,75650,2013-05-01
General Medical and Surgical Hospitals,Health Technologists and Technicians,674680,48700,2013-05-01
General Medical and Surgical Hospitals,Clinical Laboratory Technologists and Technicians,138610,52450,2013-05-01
General Medical and Surgical Hospitals,Medical and Clinical Laboratory Technologists,80370,60750,2013-05-01
General Medical and Surgical Hospitals,Medical and Clinical Laboratory Technicians,58240,41000,2013-05-01
General Medical and Surgical Hospitals,Dental Hygienists,440,64020,2013-05-01
General Medical and Surgical Hospitals,Diagnostic Related Technologists and Technicians,190390,60290,2013-05-01
General Medical and Surgical Hospitals,Cardiovascular Technologists and Technicians,34460,53830,2013-05-01
General Medical and Surgical Hospitals,Diagnostic Medical Sonographers,29880,67730,2013-05-01
General Medical and Surgical Hospitals,Nuclear Medicine Technologists,11900,71830,2013-05-01
General Medical and Surgical Hospitals,Radiologic Technologists,98220,58020,2013-05-01
General Medical and Surgical Hospitals,Magnetic Resonance Imaging Technologists,15930,65720,2013-05-01
General Medical and Surgical Hospitals,Emergency Medical Technicians and Paramedics,29260,36160,2013-05-01
General Medical and Surgical Hospitals,Health Practitioner Support Technologists and Technicians,135060,39530,2013-05-01
General Medical and Surgical Hospitals,Dietetic Technicians,10060,29580,2013-05-01
General Medical and Surgical Hospitals,Pharmacy Technicians,48670,35140,2013-05-01
General Medical and Surgical Hospitals,Psychiatric Technicians,8150,33210,2013-05-01
General Medical and Surgical Hospitals,Respiratory Therapy Technicians,8270,49410,2013-05-01
General Medical and Surgical Hospitals,Surgical Technologists,58830,44270,2013-05-01
General Medical and Surgical Hospitals,Veterinary Technologists and Technicians,160,39730,2013-05-01
General Medical and Surgical Hospitals,Ophthalmic Medical Technicians,900,44650,2013-05-01
General Medical and Surgical Hospitals,Licensed Practical and Licensed Vocational Nurses,87940,42550,2013-05-01
General Medical and Surgical Hospitals,Medical Records and Health Information Technicians,55170,40260,2013-05-01
General Medical and Surgical Hospitals,"Opticians, Dispensing",190,43570,2013-05-01
General Medical and Surgical Hospitals,Miscellaneous Health Technologists and Technicians,37630,45520,2013-05-01
General Medical and Surgical Hospitals,Orthotists and Prosthetists,470,60990,2013-05-01
General Medical and Surgical Hospitals,Hearing Aid Specialists,100,41520,2013-05-01
General Medical and Surgical Hospitals,"Health Technologists and Technicians, All Other",37060,45340,2013-05-01
General Medical and Surgical Hospitals,Other Healthcare Practitioners and Technical Occupations,21140,55350,2013-05-01
General Medical and Surgical Hospitals,Occupational Health and Safety Specialists and Technicians,2870,62420,2013-05-01
General Medical and Surgical Hospitals,Occupational Health and Safety Specialists,2240,67010,2013-05-01
General Medical and Surgical Hospitals,Occupational Health and Safety Technicians,630,46190,2013-05-01
General Medical and Surgical Hospitals,Miscellaneous Health Practitioners and Technical Workers,18270,54240,2013-05-01
General Medical and Surgical Hospitals,Athletic Trainers,2730,44830,2013-05-01
General Medical and Surgical Hospitals,Genetic Counselors,570,66510,2013-05-01
General Medical and Surgical Hospitals,"Healthcare Practitioners and Technical Workers, All Other",14980,55490,2013-05-01
General Medical and Surgical Hospitals,Healthcare Support Occupations,550020,30500,2013-05-01
General Medical and Surgical Hospitals,"Nursing, Psychiatric, and Home Health Aides",338830,28170,2013-05-01
General Medical and Surgical Hospitals,Home Health Aides,9950,25810,2013-05-01
General Medical and Surgical Hospitals,Psychiatric Aides,3690,29990,2013-05-01
General Medical and Surgical Hospitals,Nursing Assistants,292160,28400,2013-05-01
General Medical and Surgical Hospitals,Orderlies,33030,26650,2013-05-01
General Medical and Surgical Hospitals,Occupational Therapy and Physical Therapist Assistants and Aides,24950,43160,2013-05-01
General Medical and Surgical Hospitals,Occupational Therapy Assistants and Aides,4940,44710,2013-05-01
General Medical and Surgical Hospitals,Occupational Therapy Assistants,3570,49550,2013-05-01
General Medical and Surgical Hospitals,Occupational Therapy Aides,1370,32080,2013-05-01
General Medical and Surgical Hospitals,Physical Therapist Assistants and Aides,20010,42780,2013-05-01
General Medical and Surgical Hospitals,Physical Therapist Assistants,13170,50370,2013-05-01
General Medical and Surgical Hospitals,Physical Therapist Aides,6830,28140,2013-05-01
General Medical and Surgical Hospitals,Other Healthcare Support Occupations,186240,33050,2013-05-01
General Medical and Surgical Hospitals,Massage Therapists,720,47150,2013-05-01
General Medical and Surgical Hospitals,Miscellaneous Healthcare Support Occupations,185520,32990,2013-05-01
General Medical and Surgical Hospitals,Dental Assistants,1420,36360,2013-05-01
General Medical and Surgical Hospitals,Medical Assistants,62340,31770,2013-05-01
General Medical and Surgical Hospitals,Medical Equipment Preparers,31140,33540,2013-05-01
General Medical and Surgical Hospitals,Medical Transcriptionists,20900,37690,2013-05-01
General Medical and Surgical Hospitals,Pharmacy Aides,2050,32230,2013-05-01
General Medical and Surgical Hospitals,Veterinary Assistants and Laboratory Animal Caretakers,380,35500,2013-05-01
General Medical and Surgical Hospitals,Phlebotomists,34580,30810,2013-05-01
General Medical and Surgical Hospitals,"Healthcare Support Workers, All Other",32720,33980,2013-05-01
General Medical and Surgical Hospitals,Protective Service Occupations,36160,34140,2013-05-01
General Medical and Surgical Hospitals,Supervisors of Protective Service Workers,2230,51090,2013-05-01
General Medical and Surgical Hospitals,"Miscellaneous First-Line Supervisors, Protective Service Workers",2210,50870,2013-05-01
General Medical and Surgical Hospitals,"First-Line Supervisors of Protective Service Workers, All Other",2210,50870,2013-05-01
General Medical and Surgical Hospitals,Fire Fighting and Prevention Workers,40,49920,2013-05-01
General Medical and Surgical Hospitals,Firefighters,40,48660,2013-05-01
General Medical and Surgical Hospitals,Law Enforcement Workers,800,55710,2013-05-01
General Medical and Surgical Hospitals,Parking Enforcement Workers,40,28100,2013-05-01
General Medical and Surgical Hospitals,Police Officers,760,57170,2013-05-01
General Medical and Surgical Hospitals,Police and Sheriff's Patrol Officers,760,57170,2013-05-01
General Medical and Surgical Hospitals,Other Protective Service Workers,33090,32460,2013-05-01
General Medical and Surgical Hospitals,Security Guards and Gaming Surveillance Officers,32490,32500,2013-05-01
General Medical and Surgical Hospitals,Security Guards,32490,32500,2013-05-01
General Medical and Surgical Hospitals,Miscellaneous Protective Service Workers,590,29330,2013-05-01
General Medical and Surgical Hospitals,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",310,20610,2013-05-01
General Medical and Surgical Hospitals,"Protective Service Workers, All Other",260,40230,2013-05-01
General Medical and Surgical Hospitals,Food Preparation and Serving Related Occupations,107420,26400,2013-05-01
General Medical and Surgical Hospitals,Supervisors of Food Preparation and Serving Workers,7410,40360,2013-05-01
General Medical and Surgical Hospitals,Chefs and Head Cooks,800,49100,2013-05-01
General Medical and Surgical Hospitals,First-Line Supervisors of Food Preparation and Serving Workers,6620,39310,2013-05-01
General Medical and Surgical Hospitals,Cooks and Food Preparation Workers,45210,26610,2013-05-01
General Medical and Surgical Hospitals,Cooks,26100,28270,2013-05-01
General Medical and Surgical Hospitals,"Cooks, Institution and Cafeteria",25630,28280,2013-05-01
General Medical and Surgical Hospitals,"Cooks, Restaurant",80,33840,2013-05-01
General Medical and Surgical Hospitals,"Cooks, Short Order",290,27190,2013-05-01
General Medical and Surgical Hospitals,"Cooks, All Other",100,23710,2013-05-01
General Medical and Surgical Hospitals,Food Preparation Workers,19110,24350,2013-05-01
General Medical and Surgical Hospitals,Food and Beverage Serving Workers,48500,24300,2013-05-01
General Medical and Surgical Hospitals,Fast Food and Counter Workers,12730,23460,2013-05-01
General Medical and Surgical Hospitals,"Combined Food Preparation and Serving Workers, Including Fast Food",9680,23140,2013-05-01
General Medical and Surgical Hospitals,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",3050,24460,2013-05-01
